ensembl_gene_id	biomarkerset	external_gene_name	description
ENSG00000119013	PMBCLvsCtrl	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]
ENSG00000119048	PMBCLvsCtrl	UBE2B	ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473]
ENSG00000119203	PMBCLvsCtrl	CPSF3	cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326]
ENSG00000119314	PMBCLvsCtrl	PTBP3	polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253]
ENSG00000119318	PMBCLvsCtrl	RAD23B	RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]
ENSG00000119335	PMBCLvsCtrl	SET	SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760]
ENSG00000119396	PMBCLvsCtrl	RAB14	RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]
ENSG00000119414	PMBCLvsCtrl	PPP6C	protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]
ENSG00000119471	PMBCLvsCtrl	HSDL2	hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572]
ENSG00000119636	PMBCLvsCtrl	BBOF1	basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]
ENSG00000119682	PMBCLvsCtrl	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20363]
ENSG00000119720	PMBCLvsCtrl	NRDE2	NRDE-2, necessary for RNA interference, domain containing [Source:HGNC Symbol;Acc:HGNC:20186]
ENSG00000119778	PMBCLvsCtrl	ATAD2B	ATPase family, AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230]
ENSG00000119801	PMBCLvsCtrl	YPEL5	yippee like 5 [Source:HGNC Symbol;Acc:HGNC:18329]
ENSG00000120008	PMBCLvsCtrl	WDR11	WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]
ENSG00000120656	PMBCLvsCtrl	TAF12	TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545]
ENSG00000120690	PMBCLvsCtrl	ELF1	E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316]
ENSG00000120727	PMBCLvsCtrl	PAIP2	poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]
ENSG00000120742	PMBCLvsCtrl	SERP1	stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]
ENSG00000120903	PMBCLvsCtrl	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:1956]
ENSG00000121741	PMBCLvsCtrl	ZMYM2	zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]
ENSG00000121892	PMBCLvsCtrl	PDS5A	PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]
ENSG00000121989	PMBCLvsCtrl	ACVR2A	activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]
ENSG00000122026	PMBCLvsCtrl	RPL21	ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313]
ENSG00000122042	PMBCLvsCtrl	UBL3	ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504]
ENSG00000122299	PMBCLvsCtrl	ZC3H7A	zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]
ENSG00000122406	PMBCLvsCtrl	RPL5	ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]
ENSG00000122483	PMBCLvsCtrl	CCDC18	coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370]
ENSG00000122490	PMBCLvsCtrl	PQLC1	PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188]
ENSG00000122515	PMBCLvsCtrl	ZMIZ2	zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]
ENSG00000122545	PMBCLvsCtrl	SEPT7	septin 7 [Source:HGNC Symbol;Acc:HGNC:1717]
ENSG00000122565	PMBCLvsCtrl	CBX3	chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]
ENSG00000122566	PMBCLvsCtrl	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]
ENSG00000122779	PMBCLvsCtrl	TRIM24	tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]
ENSG00000122884	PMBCLvsCtrl	P4HA1	prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]
ENSG00000123106	PMBCLvsCtrl	CCDC91	coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]
ENSG00000123124	PMBCLvsCtrl	WWP1	WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:17004]
ENSG00000123144	PMBCLvsCtrl	TRIR	telomerase RNA component interacting RNase [Source:HGNC Symbol;Acc:HGNC:28424]
ENSG00000123159	PMBCLvsCtrl	GIPC1	GIPC PDZ domain containing family member 1 [Source:HGNC Symbol;Acc:HGNC:1226]
ENSG00000123200	PMBCLvsCtrl	ZC3H13	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
ENSG00000123349	PMBCLvsCtrl	PFDN5	prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]
ENSG00000123472	PMBCLvsCtrl	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]
ENSG00000123609	PMBCLvsCtrl	NMI	N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]
ENSG00000123815	PMBCLvsCtrl	COQ8B	coenzyme Q8B [Source:HGNC Symbol;Acc:HGNC:19041]
ENSG00000123908	PMBCLvsCtrl	AGO2	argonaute 2, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:3263]
ENSG00000124172	PMBCLvsCtrl	ATP5F1E	ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]
ENSG00000124177	PMBCLvsCtrl	CHD6	chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19057]
ENSG00000124570	PMBCLvsCtrl	SERPINB6	serpin family B member 6 [Source:HGNC Symbol;Acc:HGNC:8950]
ENSG00000124783	PMBCLvsCtrl	SSR1	signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]
ENSG00000124789	PMBCLvsCtrl	NUP153	nucleoporin 153 [Source:HGNC Symbol;Acc:HGNC:8062]
ENSG00000124795	PMBCLvsCtrl	DEK	DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]
ENSG00000124942	PMBCLvsCtrl	AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]
ENSG00000125449	PMBCLvsCtrl	ARMC7	armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]
ENSG00000125538	PMBCLvsCtrl	IL1B	interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]
ENSG00000125676	PMBCLvsCtrl	THOC2	THO complex 2 [Source:HGNC Symbol;Acc:HGNC:19073]
ENSG00000125691	PMBCLvsCtrl	RPL23	ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10316]
ENSG00000125741	PMBCLvsCtrl	OPA3	OPA3, outer mitochondrial membrane lipid metabolism regulator [Source:HGNC Symbol;Acc:HGNC:8142]
ENSG00000125812	PMBCLvsCtrl	GZF1	GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808]
ENSG00000125875	PMBCLvsCtrl	TBC1D20	TBC1 domain family member 20 [Source:HGNC Symbol;Acc:HGNC:16133]
ENSG00000126216	PMBCLvsCtrl	TUBGCP3	tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]
ENSG00000126261	PMBCLvsCtrl	UBA2	ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]
ENSG00000126777	PMBCLvsCtrl	KTN1	kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]
ENSG00000126860	PMBCLvsCtrl	EVI2A	ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]
ENSG00000127084	PMBCLvsCtrl	FGD3	FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]
ENSG00000127481	PMBCLvsCtrl	UBR4	ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]
ENSG00000127483	PMBCLvsCtrl	HP1BP3	heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]
ENSG00000127870	PMBCLvsCtrl	RNF6	ring finger protein 6 [Source:HGNC Symbol;Acc:HGNC:10069]
ENSG00000128011	PMBCLvsCtrl	LRFN1	leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29290]
ENSG00000128159	PMBCLvsCtrl	TUBGCP6	tubulin gamma complex associated protein 6 [Source:HGNC Symbol;Acc:HGNC:18127]
ENSG00000128185	PMBCLvsCtrl	DGCR6L	DiGeorge syndrome critical region gene 6 like [Source:HGNC Symbol;Acc:HGNC:18551]
ENSG00000128294	PMBCLvsCtrl	TPST2	tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]
ENSG00000128609	PMBCLvsCtrl	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]
ENSG00000129003	PMBCLvsCtrl	VPS13C	vacuolar protein sorting 13 homolog C [Source:HGNC Symbol;Acc:HGNC:23594]
ENSG00000129355	PMBCLvsCtrl	CDKN2D	cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]
ENSG00000129515	PMBCLvsCtrl	SNX6	sorting nexin 6 [Source:HGNC Symbol;Acc:HGNC:14970]
ENSG00000129657	PMBCLvsCtrl	SEC14L1	SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
ENSG00000129667	PMBCLvsCtrl	RHBDF2	rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]
ENSG00000129691	PMBCLvsCtrl	ASH2L	ASH2 like histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]
ENSG00000130024	PMBCLvsCtrl	PHF10	PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]
ENSG00000130294	PMBCLvsCtrl	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]
ENSG00000130429	PMBCLvsCtrl	ARPC1B	actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]
ENSG00000130695	PMBCLvsCtrl	CEP85	centrosomal protein 85 [Source:HGNC Symbol;Acc:HGNC:25309]
ENSG00000130714	PMBCLvsCtrl	POMT1	protein O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202]
ENSG00000130822	PMBCLvsCtrl	PNCK	pregnancy up-regulated nonubiquitous CaM kinase [Source:HGNC Symbol;Acc:HGNC:13415]
ENSG00000130844	PMBCLvsCtrl	ZNF331	zinc finger protein 331 [Source:HGNC Symbol;Acc:HGNC:15489]
ENSG00000130958	PMBCLvsCtrl	SLC35D2	solute carrier family 35 member D2 [Source:HGNC Symbol;Acc:HGNC:20799]
ENSG00000131051	PMBCLvsCtrl	RBM39	RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]
ENSG00000131100	PMBCLvsCtrl	ATP6V1E1	ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]
ENSG00000131143	PMBCLvsCtrl	COX4I1	cytochrome c oxidase subunit 4I1 [Source:HGNC Symbol;Acc:HGNC:2265]
ENSG00000131171	PMBCLvsCtrl	SH3BGRL	SH3 domain binding glutamate rich protein like [Source:HGNC Symbol;Acc:HGNC:10823]
ENSG00000131469	PMBCLvsCtrl	RPL27	ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]
ENSG00000131626	PMBCLvsCtrl	PPFIA1	PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]
ENSG00000131652	PMBCLvsCtrl	THOC6	THO complex 6 [Source:HGNC Symbol;Acc:HGNC:28369]
ENSG00000132356	PMBCLvsCtrl	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9376]
ENSG00000132376	PMBCLvsCtrl	INPP5K	inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:HGNC:33882]
ENSG00000132383	PMBCLvsCtrl	RPA1	replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]
ENSG00000132388	PMBCLvsCtrl	UBE2G1	ubiquitin conjugating enzyme E2 G1 [Source:HGNC Symbol;Acc:HGNC:12482]
ENSG00000132466	PMBCLvsCtrl	ANKRD17	ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:23575]
ENSG00000132510	PMBCLvsCtrl	KDM6B	lysine demethylase 6B [Source:HGNC Symbol;Acc:HGNC:29012]
ENSG00000132535	PMBCLvsCtrl	DLG4	discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]
ENSG00000132906	PMBCLvsCtrl	CASP9	caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]
ENSG00000132912	PMBCLvsCtrl	DCTN4	dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]
ENSG00000133112	PMBCLvsCtrl	TPT1	tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:HGNC:12022]
ENSG00000133226	PMBCLvsCtrl	SRRM1	serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]
ENSG00000133275	PMBCLvsCtrl	CSNK1G2	casein kinase 1 gamma 2 [Source:HGNC Symbol;Acc:HGNC:2455]
ENSG00000133742	PMBCLvsCtrl	CA1	carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]
ENSG00000133961	PMBCLvsCtrl	NUMB	NUMB, endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]
ENSG00000134030	PMBCLvsCtrl	CTIF	cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925]
ENSG00000134057	PMBCLvsCtrl	CCNB1	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]
ENSG00000134070	PMBCLvsCtrl	IRAK2	interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
ENSG00000134243	PMBCLvsCtrl	SORT1	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]
ENSG00000134283	PMBCLvsCtrl	PPHLN1	periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369]
ENSG00000134602	PMBCLvsCtrl	STK26	serine/threonine kinase 26 [Source:HGNC Symbol;Acc:HGNC:18174]
ENSG00000134686	PMBCLvsCtrl	PHC2	polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]
ENSG00000134825	PMBCLvsCtrl	TMEM258	transmembrane protein 258 [Source:HGNC Symbol;Acc:HGNC:1164]
ENSG00000134851	PMBCLvsCtrl	TMEM165	transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]
ENSG00000134900	PMBCLvsCtrl	TPP2	tripeptidyl peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12016]
ENSG00000134954	PMBCLvsCtrl	ETS1	ETS proto-oncogene 1, transcription factor [Source:HGNC Symbol;Acc:HGNC:3488]
ENSG00000135018	PMBCLvsCtrl	UBQLN1	ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]
ENSG00000135049	PMBCLvsCtrl	AGTPBP1	ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17258]
ENSG00000135090	PMBCLvsCtrl	TAOK3	TAO kinase 3 [Source:HGNC Symbol;Acc:HGNC:18133]
ENSG00000135124	PMBCLvsCtrl	P2RX4	purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]
ENSG00000135315	PMBCLvsCtrl	CEP162	centrosomal protein 162 [Source:HGNC Symbol;Acc:HGNC:21107]
ENSG00000135387	PMBCLvsCtrl	CAPRIN1	cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743]
ENSG00000135486	PMBCLvsCtrl	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]
ENSG00000135525	PMBCLvsCtrl	MAP7	microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]
ENSG00000135596	PMBCLvsCtrl	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]
ENSG00000135604	PMBCLvsCtrl	STX11	syntaxin 11 [Source:HGNC Symbol;Acc:HGNC:11429]
ENSG00000135709	PMBCLvsCtrl	KIAA0513	KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058]
ENSG00000135837	PMBCLvsCtrl	CEP350	centrosomal protein 350 [Source:HGNC Symbol;Acc:HGNC:24238]
ENSG00000136026	PMBCLvsCtrl	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]
ENSG00000136044	PMBCLvsCtrl	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:HGNC Symbol;Acc:HGNC:18242]
ENSG00000136279	PMBCLvsCtrl	DBNL	drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]
ENSG00000136295	PMBCLvsCtrl	TTYH3	tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222]
ENSG00000136367	PMBCLvsCtrl	ZFHX2	zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]
ENSG00000136536	PMBCLvsCtrl	MARCH7	membrane associated ring-CH-type finger 7 [Source:HGNC Symbol;Acc:HGNC:17393]
ENSG00000136560	PMBCLvsCtrl	TANK	TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]
ENSG00000136758	PMBCLvsCtrl	YME1L1	YME1 like 1 ATPase [Source:HGNC Symbol;Acc:HGNC:12843]
ENSG00000136813	PMBCLvsCtrl	ECPAS	Ecm29 proteasome adaptor and scaffold [Source:HGNC Symbol;Acc:HGNC:29020]
ENSG00000136888	PMBCLvsCtrl	ATP6V1G1	ATPase H+ transporting V1 subunit G1 [Source:HGNC Symbol;Acc:HGNC:864]
ENSG00000136938	PMBCLvsCtrl	ANP32B	acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677]
ENSG00000136940	PMBCLvsCtrl	PDCL	phosducin like [Source:HGNC Symbol;Acc:HGNC:8770]
ENSG00000137076	PMBCLvsCtrl	TLN1	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
ENSG00000137154	PMBCLvsCtrl	RPS6	ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429]
ENSG00000137171	PMBCLvsCtrl	KLC4	kinesin light chain 4 [Source:HGNC Symbol;Acc:HGNC:21624]
ENSG00000137449	PMBCLvsCtrl	CPEB2	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]
ENSG00000137486	PMBCLvsCtrl	ARRB1	arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]
ENSG00000137575	PMBCLvsCtrl	SDCBP	syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]
ENSG00000137601	PMBCLvsCtrl	NEK1	NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]
ENSG00000137776	PMBCLvsCtrl	SLTM	SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]
ENSG00000137822	PMBCLvsCtrl	TUBGCP4	tubulin gamma complex associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16691]
ENSG00000138029	PMBCLvsCtrl	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]
ENSG00000138069	PMBCLvsCtrl	RAB1A	RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]
ENSG00000138071	PMBCLvsCtrl	ACTR2	ARP2 actin related protein 2 homolog [Source:HGNC Symbol;Acc:HGNC:169]
ENSG00000138081	PMBCLvsCtrl	FBXO11	F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]
ENSG00000138101	PMBCLvsCtrl	DTNB	dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058]
ENSG00000138182	PMBCLvsCtrl	KIF20B	kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]
ENSG00000138190	PMBCLvsCtrl	EXOC6	exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]
ENSG00000138326	PMBCLvsCtrl	RPS24	ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]
ENSG00000138376	PMBCLvsCtrl	BARD1	BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]
ENSG00000138674	PMBCLvsCtrl	SEC31A	SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]
ENSG00000138756	PMBCLvsCtrl	BMP2K	BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]
ENSG00000138758	PMBCLvsCtrl	SEPT11	septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]
ENSG00000138759	PMBCLvsCtrl	FRAS1	Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]
ENSG00000138767	PMBCLvsCtrl	CNOT6L	CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]
ENSG00000138777	PMBCLvsCtrl	PPA2	pyrophosphatase (inorganic) 2 [Source:HGNC Symbol;Acc:HGNC:28883]
ENSG00000139112	PMBCLvsCtrl	GABARAPL1	GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]
ENSG00000139132	PMBCLvsCtrl	FGD4	FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]
ENSG00000139218	PMBCLvsCtrl	SCAF11	SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]
ENSG00000140153	PMBCLvsCtrl	WDR20	WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]
ENSG00000140319	PMBCLvsCtrl	SRP14	signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]
ENSG00000140320	PMBCLvsCtrl	BAHD1	bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153]
ENSG00000140367	PMBCLvsCtrl	UBE2Q2	ubiquitin conjugating enzyme E2 Q2 [Source:HGNC Symbol;Acc:HGNC:19248]
ENSG00000140396	PMBCLvsCtrl	NCOA2	nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]
ENSG00000140443	PMBCLvsCtrl	IGF1R	insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]
ENSG00000140450	PMBCLvsCtrl	ARRDC4	arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]
ENSG00000140455	PMBCLvsCtrl	USP3	ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]
ENSG00000140474	PMBCLvsCtrl	ULK3	unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]
ENSG00000140479	PMBCLvsCtrl	PCSK6	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]
ENSG00000140525	PMBCLvsCtrl	FANCI	Fanconi anemia complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]
ENSG00000140553	PMBCLvsCtrl	UNC45A	unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]
ENSG00000140564	PMBCLvsCtrl	FURIN	furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]
ENSG00000140612	PMBCLvsCtrl	SEC11A	SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]
ENSG00000140854	PMBCLvsCtrl	KATNB1	katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]
ENSG00000140859	PMBCLvsCtrl	KIFC3	kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]
ENSG00000140988	PMBCLvsCtrl	RPS2	ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404]
ENSG00000141026	PMBCLvsCtrl	MED9	mediator complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:25487]
ENSG00000141027	PMBCLvsCtrl	NCOR1	nuclear receptor corepressor 1 [Source:HGNC Symbol;Acc:HGNC:7672]
ENSG00000141098	PMBCLvsCtrl	GFOD2	glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]
ENSG00000141179	PMBCLvsCtrl	PCTP	phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752]
ENSG00000141380	PMBCLvsCtrl	SS18	SS18, nBAF chromatin remodeling complex subunit [Source:HGNC Symbol;Acc:HGNC:11340]
ENSG00000141429	PMBCLvsCtrl	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]
ENSG00000141446	PMBCLvsCtrl	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]
ENSG00000141519	PMBCLvsCtrl	CCDC40	coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:HGNC:26090]
ENSG00000141564	PMBCLvsCtrl	RPTOR	regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]
ENSG00000142002	PMBCLvsCtrl	DPP9	dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]
ENSG00000142405	PMBCLvsCtrl	NLRP12	NLR family pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]
ENSG00000142634	PMBCLvsCtrl	EFHD2	EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]
ENSG00000142937	PMBCLvsCtrl	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]
ENSG00000142961	PMBCLvsCtrl	MOB3C	MOB kinase activator 3C [Source:HGNC Symbol;Acc:HGNC:29800]
ENSG00000143153	PMBCLvsCtrl	ATP1B1	ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
ENSG00000143164	PMBCLvsCtrl	DCAF6	DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002]
ENSG00000143353	PMBCLvsCtrl	LYPLAL1	lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]
ENSG00000143418	PMBCLvsCtrl	CERS2	ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]
ENSG00000143549	PMBCLvsCtrl	TPM3	tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]
ENSG00000143595	PMBCLvsCtrl	AQP10	aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]
ENSG00000143632	PMBCLvsCtrl	ACTA1	actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]
